a,b,c,d,e
45,28,2.2043784419055097,14.787420132707373,2.7945597288123896
48,31,2.4878314257958096,17.23620172057945,3.0957132158190896
37,30,1.9761414617495505,12.020399238098918,2.1946146043082297
44,31,2.400647551671278,15.924094365557913,2.8600517780288937
40,30,2.511500386267024,15.884123129992933,2.9000308481622312
26,31,2.7593796942433095,14.070130906358326,2.5270701109927476
25,30,2.5415865404079643,12.707932702039821,2.3201404667215955
29,31,2.8826753621458505,15.523681910621544,2.7881355781247645
50,31,2.7106016820545102,19.166848304764063,3.4424675786785284
44,31,2.21113561706071,14.667014404762671,2.634273551998458
48,31,2.3696150029769445,16.417174318134176,2.948611551834701
26,30,2.732394463300291,13.932532687201066,2.543720811986031
37,31,2.516553627695486,15.307598112032156,2.749325782216025
