a,b,c,d,e
45,28,2.2043784419055097,14.787420132707373,2.7945597288123896
48,31,2.4878314257958096,17.23620172057945,3.0957132158190896
37,30,1.9761414617495505,12.020399238098918,2.1946146043082297
44,31,2.400647551671278,15.924094365557913,2.8600517780288937
40,30,2.511500386267024,15.884123129992933,2.9000308481622312
26,31,2.7593796942433095,14.070130906358326,2.5270701109927476
25,30,2.5415865404079643,12.707932702039821,2.3201404667215955
29,31,2.8826753621458505,15.523681910621544,2.7881355781247645
50,31,2.7106016820545102,19.166848304764063,3.4424675786785284
44,31,2.21113561706071,14.667014404762671,2.634273551998458
48,31,2.3696150029769445,16.417174318134176,2.948611551834701
26,30,2.732394463300291,13.932532687201066,2.543720811986031
37,31,2.516553627695486,15.307598112032156,2.749325782216025
49,31,2.469248352223079,17.284738465561553,3.1044306725609965
45,31,2.7001123733796915,18.112904441295854,3.2531736727610543
41,31,2.531768606685036,16.211228929036547,2.9116226680248
44,30,2.5091948538280326,16.644115712076495,3.038785875076819
33,31,1.7396448167331746,9.993498632448889,1.7948853401851448
32,28,2.3314338337595704,13.188581389913137,2.4924076073889103
27,31,2.124708023470832,11.040306743702184,1.9828976271708705
32,30,1.9770009654803529,11.183606312828074,2.041837817264371
34,31,2.338995012940699,13.638567402740277,2.4495590175816946
30,31,2.598480648912877,14.232464666502446,2.5562261150125742
27,30,2.295284911587417,11.926650254146935,2.177498459890333
40,31,2.3209184913555596,14.678777392570769,2.6363862469764685
41,30,2.2522715456526914,14.421574523249094,2.63300722704178
28,30,2.2321915313425023,11.811647341193403,2.156501896689182
32,30,2.44855752428862,13.851133036398624,2.528859337013517
29,31,2.517584800699953,13.55760906770612,2.4350184713662997
45,30,2.7712947441636504,18.590410300913433,3.3941290250288967
34,31,2.804091008020435,16.350519776535425,2.936640042759401
41,30,2.5130335078580575,16.09126576364682,2.9378497458533186
40,30,2.6538693690277873,16.78454363736345,3.0644243892045906
39,28,2.507218729010936,15.657575944220271,2.959003720179584
35,31,2.4687743213408417,14.605465851520028,2.623219105504002
36,30,2.3801265149714133,14.280759089828479,2.607297963932001
25,31,3.5285994478805374,17.642997239402685,3.1687758478404753
48,30,2.5426029277197073,17.615669817135643,3.2161665748026986
50,30,2.614428954144116,18.486804424057578,3.375213266414212
29,31,3.4293597272493113,18.46766731418737,3.3168909656946215
43,30,3.04870495714372,19.99169533520471,3.649967499287474
36,28,2.7859343938415773,16.715606363049464,3.1589526750198376
32,31,2.149479162280377,12.159290333341072,2.183873012750968
29,31,2.3946157735642726,12.895400590407487,2.316082317796388
25,31,2.611773065424786,13.058865327123929,2.345441451205072
28,31,3.100460454787962,16.406094626318335,2.9466215804397535
39,30,2.6621144960625664,16.624899699418087,3.035277527210714
33,30,2.647434294560985,15.20835215769879,2.7766525130846644
30,31,2.1362722055726255,11.700844759634405,2.101533757022544
48,31,2.606876821178466,18.060972413418998,3.243846405209369
36,30,2.2140860625743715,13.284516375446229,2.425409761459556
50,31,2.428147377164914,17.169594761136402,3.0837502527512357
28,31,2.8098613195570588,14.868388540255538,2.670441414424035
47,31,2.1996972961340804,15.080364887731346,2.7085134903349597
50,31,2.236986062863063,15.817880144702684,2.8409751408126516
30,31,3.0353521690436143,16.625308529574216,2.9859935597424943
47,30,2.7977251564413215,19.180237339414674,3.5018162163667625
30,31,3.1143741787625796,17.058129902198914,3.063730573096396
32,30,2.3721643685891447,13.418988088947913,2.449960825069971
43,31,2.319709773807723,15.21135423596664,2.7320398717870504
50,31,2.3844075712134787,16.860307627175967,3.028200643643276
30,28,2.151757178302434,11.78565944829909,2.2272802812212924
39,30,2.5611594681135337,15.994435751948124,2.9201710853030303
47,30,2.4562453352593545,16.839169632384397,3.07439768577097
45,30,2.5574110462578155,17.155634837524005,3.1321760629444575
43,30,2.455701731089614,16.103113135642147,2.9400127701496506
31,31,2.706467240693295,15.06897185189903,2.706467240693295
43,30,2.2814856780588415,14.96070207794632,2.7314380014018704
25,28,3.386792497199881,16.933962485999405,3.200218103489394
31,29,3.358939227912915,18.701782130085316,3.4728337571597385
25,30,3.557752533075601,17.788762665378005,3.2477688606444186
28,31,2.9334852175246295,15.522544720508769,2.7879313327510977
29,30,2.7642415189132667,14.88589614607175,2.717780369294238
45,31,2.713695670055902,18.20402396547551,3.2695392224218778
29,30,2.8408318370542873,15.298347631892009,2.793083363514331
34,30,2.6155173906027476,15.250956084735927,2.7844308903768455
39,31,2.232231347725096,13.940280298505384,2.503748253350959
50,30,2.730119108722533,19.304857352246763,3.5245686137483356
35,30,2.3633441443552177,13.981732512926763,2.5527034301111264
32,31,2.611061541784758,14.770394578331235,2.65284117929582
35,31,2.182806035096571,12.913654654662654,2.319360844520154
46,28,2.6288500225769145,17.829728329262945,3.369501935933779
27,31,2.72819891140799,14.176137383138222,2.546109436271595
27,31,2.873188198934813,14.929523820787233,2.6814216349484217
26,30,2.3478779497251705,11.971875481182863,2.185755418895623
29,31,2.884331804518296,15.532602125790685,2.7897376960643623
35,30,2.5640023435986605,15.168842428784071,2.7694390564954956
36,31,3.1100294728358673,18.660176837015204,3.351466696685145
36,31,2.2808118149574295,13.684870889744577,2.4578753693499946
32,31,2.9062555762944933,16.44026420687243,2.9527586182753
50,31,2.637746850547767,18.651686850757848,3.3499418501391895
40,31,2.6617940545649397,16.834663749439443,3.02359486723727
36,31,2.1779380163914825,13.067628098348894,2.3470152913775233
43,31,2.9744079868135525,19.504497519722744,3.5031111679102858
32,28,2.52831633756457,14.302317018213149,2.702883857299917
27,31,2.969989551546048,15.43251840367938,2.7717621289265972
50,31,2.9278183516862097,20.70280210559739,3.7183330249763706
27,31,2.296942409832865,11.935262867670652,2.143636492116939
46,31,2.647930183002412,17.959136273399636,3.2255560945239505
39,31,2.2206898473407124,13.868203651706393,2.4908029054335494
43,31,2.297300550955609,15.064407134736522,2.7056473932886558
32,30,3.331022511976529,18.843108852029214,3.4402652572605588
29,30,2.1126094614217643,11.376750122867863,2.077100891131466
46,30,2.3824539329961545,16.158588743174537,2.9501411840285816
50,31,2.5575699008922688,18.084750202795295,3.2481170222518276
31,31,2.306777919741732,12.843595894501187,2.306777919741732
42,31,2.467096736255251,15.98861422555861,2.871639886971044
35,31,2.5427919519237037,15.043360059404234,2.70186722696682
43,31,2.3581982658982454,15.463740156743327,2.777369721315453
32,30,3.1059713625641643,17.57002730112273,3.2078334296021778
37,28,2.512510381458475,15.283004005320896,2.8882162774345104
37,31,2.205629807018387,13.416322345840335,2.4096426270132225
48,31,2.5786928186573785,17.865707916110306,3.208775866195135
50,30,2.26507655705946,16.01650993403422,2.9242012611253743
33,31,2.344432654735888,13.46774025571977,2.418877556246704
25,31,2.433246183156028,12.16623091578014,2.1851195781561783
49,31,2.227571903833627,15.593003326835387,2.8005860720207756
29,31,2.4683275135950002,13.292350458693608,2.3873766187794057
26,31,3.700294494850906,18.867873835284726,3.388770178789397
40,29,2.3670850807475086,14.970760541131423,2.7800004414530637
27,31,2.203174471204268,11.448030366193459,2.056126951531867
40,30,2.6451436337878267,16.72935724212771,3.0543487780252536
28,31,2.5356390609464317,13.417340739771218,2.409825535962761
48,31,2.511881726239346,17.402827089801455,3.1256400155835307
40,31,2.345037963290514,14.831322327120699,2.6637841260189634
32,30,2.875518539157041,16.26638926772463,2.969822777030907
29,30,2.3885368163521488,12.862664403964681,2.3483904812233996
47,30,2.602567344535738,17.84230278841996,3.2575439050183124
30,31,2.5653664365717184,14.05109065576976,2.5236503810351225
48,31,2.492202216730029,17.26648344844877,3.1011519746989515
27,30,2.6720601752693756,13.884431953343874,2.5349388596639852
31,30,2.3218246866491765,12.927372747064267,2.3602045542815415
31,30,2.885137647539626,16.063766575830375,2.932829104026606
41,30,2.2226635132377033,14.231990613269986,2.598394099029918
35,31,2.3264944736553286,13.763726921085272,2.472038330675573
41,31,2.379594710769282,15.236840567793799,2.7366173521124217
48,31,2.82218429932755,19.552666379033955,3.511762550435161
31,30,3.469228579267133,19.31584725015497,3.526575085411337
48,30,2.698044659280064,18.692601723851727,3.4127865408711817
48,31,2.983239365214826,20.668488606766417,3.7121701386552384
50,28,2.2448464144690052,15.873461223933408,2.999802203168197
45,31,2.3607034471644517,15.836080147733393,2.84424395785387
37,30,2.5538177007966176,15.534266619618014,2.8361560806214365
30,31,3.0893399934688364,16.921012022257443,3.0391034748562373
50,30,2.3596472696335096,16.685225855661763,3.0462915260714616
44,30,2.400971419942342,15.926242664631154,2.907720787906556
28,31,2.764061847557553,14.62604051407802,2.626914423986829
47,31,2.096163490924777,14.37057287975116,2.5810310823654876
27,30,2.5405904464140465,13.201295203239672,2.410215723699705
47,31,2.288517420001239,15.68928497852942,2.8178787671529193
35,30,2.8672524695462682,16.962894368125124,3.0969866286664907
29,30,3.009882779774991,16.208714819244452,2.9592929115561524
28,28,2.3707007673147897,12.544569326529873,2.3707007673147897
29,31,4.078971788891576,21.965935326833385,3.945198448676515
37,30,2.831013308293205,17.22038167446151,3.143997163983718
38,31,2.4806760858754875,15.291914400601126,2.7465089044875537
35,30,2.8184675702950397,16.674279011944382,3.044292914992297
25,31,2.4574520039645185,12.287260019822593,2.206857046941753
30,30,3.191149869928607,17.47864768139575,3.191149869928607
43,31,2.460430369784056,16.134120893184583,2.8977736559569167
32,31,3.372545482410522,19.077998243780293,3.426509636640441
50,31,2.5733817003850246,18.196556509236192,3.2681980276886433
38,31,2.509474635297599,15.469440581923983,2.7783935479017057
27,31,2.1369388501798467,11.103859983537935,1.9943121260063508
41,31,2.432263280303975,15.574083961932308,2.7971880537732035
43,31,2.345792233967278,15.382388365025479,2.7627585081935493
37,30,2.416991436523366,14.701984946135996,2.68420293170002
46,28,2.425332916477241,16.449408158484243,3.10864594296759
48,30,2.8351694974535917,19.642630470636565,3.5862372658353214
38,30,2.4871971720114745,15.332113075292371,2.7992480618525115
39,30,2.278210153583841,14.227417849061993,2.597559230327628
39,30,2.4891268126245727,15.544591962600242,2.8380412217098847
49,30,2.8014302591270153,19.610011813889106,3.580281941136621
38,31,2.6904181496425346,16.584851315498323,2.9787272295892318
33,31,2.356730771840724,13.53838755986296,2.431566186644719
25,28,3.2614414428618828,16.307207214309415,3.081772490504363
41,31,2.4058615787344078,15.405030586702743,2.7668251712564516
26,30,2.7277691572385745,13.908948161336037,2.539414886377917
37,31,2.1820189796443725,13.272703289780342,2.383847883072767
28,31,2.3068976534889796,12.20695498242059,2.192433836444895
34,31,2.1718532993439306,12.66397211113551,2.274516535879148
45,30,2.535122407869804,17.00611810583949,3.104878167388439
43,31,2.401434673928991,15.747260244416578,2.828291432292665
37,30,2.6085538147513887,15.86721340263623,2.896943568457388
48,28,2.374903440555257,16.45381368844735,3.109478509873006
43,31,2.568644433361122,16.843727962556105,3.0252228479717234
50,31,2.538598732821824,17.950603786898885,3.2240236147089436
26,31,2.6814360588056227,13.6726947883012,2.4556884769727483
50,31,2.3098834585330765,16.33334257279374,2.9335549258934006
42,31,2.4474672793285284,15.861400805165953,2.848791682179562
40,31,2.3790838656491475,15.04664752001866,2.702457672323375
45,31,2.4118480124544486,16.17916832173772,2.9058644129677322
39,31,2.3272060602521694,14.53339718813542,2.6102751914501434
45,31,2.5745505336243175,17.270610014076997,3.101893127764942
25,31,2.2043802723250296,11.021901361625147,1.9795919229640062
26,31,3.5993539493054385,18.353176023835687,3.2963277229115726
36,31,2.5868735340821214,15.521241204492728,2.78769721436334
47,30,2.8219889694847913,19.34658166092941,3.5321863954356
40,31,2.4056705482867624,15.214796465144492,2.7326581143981836
47,28,2.201911068693237,15.095541747760768,2.8527892407405937
45,31,2.4539627789723553,16.461682764109433,2.95660550471683
43,30,2.8150427436924415,18.459469735045616,3.3702226578227985
49,28,2.5752040357431736,18.026428250202216,3.406674726913163
46,31,2.4378674554924067,16.534421538271456,2.9696697742192573
42,30,2.541449558772112,16.470475588485126,3.0070836708838264
44,31,2.2816682523611234,15.134874978295564,2.718303791614253
45,31,2.131135079667046,14.296088722109834,2.5676533327361075
45,31,2.253208096977133,15.114979416881424,2.714730443297474
40,31,2.518668133497674,15.92945594387537,2.8610147459219406
32,30,2.515384388158381,14.22916286526053,2.597877825239345
28,31,2.9051660132015895,15.372693576576792,2.7610172727861375
42,30,2.2045476276631444,14.287101532175038,2.6084559301796295
40,28,2.9034728418323783,18.363174609264256,3.470313806983493
42,31,2.660954835876112,17.24495830148753,3.097285944177807
48,31,2.1051128723099386,14.58464980203227,2.619480432648749
35,30,2.7087189328502106,16.024997316734297,2.925750838111711
29,28,3.1235424193801573,16.820790710437787,3.1788306482345616
31,31,2.1713919523188774,12.08979872985695,2.1713919523188774
31,30,2.2761605961744618,12.673125851458105,2.313785634315156
44,31,2.723389879923306,18.064924779113305,3.2445562710436153
43,28,2.8208299434078588,18.497418941407325,3.4956836011099583
42,30,2.2192608222491357,14.382453931132066,2.6258648167866285
41,31,2.459724342535822,15.7499205550947,2.828769238195494
28,31,2.2214787813520194,11.754960796528549,2.1112532841734084
43,31,2.1644771671770098,14.193425961018585,2.549214556523411
48,31,2.047590613008689,14.18612389932861,2.5479030675281646
32,31,2.5956540227595797,14.68323648885952,2.637187124312176
40,31,2.451276961667333,15.503236749532055,2.784463518792301
30,31,2.460709244130151,13.477859604715704,2.4206950449794333
44,31,2.233775028533118,14.817187271419561,2.661245395070595
48,31,2.77978171195059,19.25889263619686,3.458999228625369
44,31,2.268292562015084,15.04615068591598,2.702368438284306
39,31,2.3927935970390086,14.942991224089113,2.683840451985972
26,30,2.8779441029933004,14.67469314019212,2.6792201524498482
31,31,3.395672083703171,18.906302015499275,3.3956720837031704
25,30,3.6593112972802007,18.296556486401002,3.3404789040897644
36,30,2.3119772558015432,13.87186353480926,2.532644190882794
44,28,2.267622031639838,15.041702890585528,2.8426146531007643
33,31,2.407918863098887,13.832440756852183,2.484379699901907
37,29,2.6121832108462653,15.889290157209755,2.9505671091363674
36,31,2.3713429679343156,14.228057807605893,2.5554346197894695
36,30,2.3944230070833035,14.36653804249982,2.6229589863777547
37,31,2.1542228528231027,13.103626051064504,2.353480714547356
29,31,1.8871630274180078,10.162683920576862,1.8252719149578562
39,30,2.329294925826965,14.546442149468941,2.655804832236025
35,31,2.5055631152941995,14.823111291672106,2.662309380517266
34,31,1.7493104584164008,10.200145132175814,1.8320001471813752
31,31,2.8203260256086833,15.702910736946057,2.8203260256086833
26,31,2.7132615978881556,13.834973833113644,2.4848346538289037
35,31,1.9933150310217318,11.792610756376252,2.1180154165831513
39,30,2.9316146325124355,18.307927512115615,3.3425549598517192
39,30,2.1718235818234612,13.563033921361956,2.476259875645898
45,31,2.741523491081206,18.390698663910346,3.3030669880150234
42,31,2.0635962975092514,13.373632510351982,2.4019753062168636
30,31,2.176253193735423,11.919829650515515,2.140864604488546
47,31,2.57861524662791,17.678095478208906,3.1750796776218744
25,31,2.6328392453786256,13.164196226893129,2.364359439270871
36,30,2.1378920571667233,12.827352343000339,2.341943410442677
32,31,2.7329666815360616,15.459994186168359,2.7766969251389524
30,30,2.399560877201684,13.142936205502462,2.399560877201684
42,31,2.5413099988712515,16.469571136955754,2.958022298304393
40,31,2.58632576879493,16.357360401156033,2.9378686552104374
47,31,2.2770660076461975,15.610778050736492,2.803778506675476
36,29,2.7334503131001076,16.400701878600646,3.045533881687757
42,31,2.6887510433671538,17.425098314636113,3.1296400456464655
40,31,2.1977089657168576,13.899531931676348,2.4964296306195326
28,30,1.8877240747491546,9.988896891391535,1.823714717336125
30,31,3.2055911054068487,17.557745585692516,3.1534641988275784
28,30,2.8138222707203253,14.889347923722088,2.7184105747884324
28,31,2.4984078999693526,13.22033195383609,2.3744417134629545
48,31,2.582224068083404,17.890173129790604,3.2131699482873346
33,31,2.5899827627072596,14.87831823382549,2.6722248400366997
50,28,2.4005456678728323,16.974421203008696,3.207864082315917
50,31,2.097833651322749,14.833924006516513,2.6642514014326255
34,31,2.9640918422753995,17.283476944211237,3.10420409663786
48,30,2.0778879127955556,14.396029749580602,2.6283434107869144
43,30,2.5682864548658224,16.841380540580154,3.0748013405347665
40,31,2.184438120709015,13.815599738276632,2.4813549636742067
37,30,2.226061449887474,13.540603177516854,2.472164600850703
42,31,2.374838156217205,15.390710291128725,2.7642531702447677
44,30,2.7632066408708105,18.3290392919736,3.34640942587082
46,31,2.244668068485467,15.224079543052865,2.734325404409655
35,30,1.8313761816998837,10.834567603804851,1.9781123591395375
33,31,2.2693697925573915,13.036536941506945,2.3414311547625632
32,31,2.393442258560729,13.539354011253902,2.4317397664386835
34,31,2.2099045207744052,12.885846952836715,2.3143664338350356
46,30,2.1901910571871666,14.854598475933349,2.7120662226501855
39,30,2.345545333036584,14.647925909966172,2.6743331471842864
29,30,2.5270634609378577,13.60865321523807,2.484588781083699
45,31,2.2697031720050136,15.225631744050325,2.7346041879386105
31,31,3.7079402221064366,20.644937428148253,3.7079402221064366
31,28,1.9671268539601299,10.952498794645146,2.0698277175261244
40,31,2.3281154731796367,14.724295102256603,2.6445614689721597
25,30,3.196387913659038,15.98193956829519,2.9178896047465503
50,31,2.301885804781945,16.276790620783668,2.923397895472428
31,31,2.2528150451114985,12.543143324219109,2.2528150451114985
43,31,2.820462354884801,18.495008502265136,3.3218015880370997
48,28,2.456828124104585,17.021404545653105,3.2167430994873203
50,31,2.351008137114706,16.62413796378561,2.9857833199204897
34,31,2.416739477528903,14.091891635844599,2.5309784533844524
28,31,2.4508136475466955,12.968486842343323,2.3292089961493287
34,31,2.510672022672881,14.63960778793952,2.6293511783064036
39,30,2.1757126218743665,13.58732096869555,2.480694063539166
38,31,2.4496640249516415,15.100743217981242,2.7121735464942938
44,31,2.4869986355163323,16.49688265626704,2.9629275919791067
34,30,2.2243732462173225,12.970213394874088,2.3680261506760663
34,31,2.133862362345796,12.44244878505929,2.234729771993252
34,30,2.236189193109608,13.039111612795052,2.3806051867184723
32,30,2.460747513786821,13.920090030292789,2.5414491040313774
34,30,2.435813073121876,14.203108854208958,2.5931210353838665
25,31,2.95531644757573,14.77658223787865,2.6539525157576724
45,31,2.3854898647421496,16.00235249160068,2.874107352392854
34,31,3.4471061105101826,20.099909906812165,3.610050389523964
31,30,2.625001681220943,14.615390813070858,2.66839307835756
33,31,2.1937465582837095,12.602114534687958,2.2634065871786406
28,30,2.9799911972320903,15.768631234075484,2.8789450092945557
45,31,2.160422533017023,14.492554931845042,2.602939705673655
35,31,2.5198259178514766,14.907491169531555,2.677464453965195
44,31,2.3346978863956593,15.486633776020398,2.781481536720197
35,31,2.6435204265835783,15.63927775192198,2.808897204114569
32,28,2.1054233952018673,11.910073280128358,2.2507922854124964
50,28,2.375322673867962,16.79606770198198,3.1741584388034605
49,31,2.406110332018237,16.842772324127658,3.0250512102431535
32,31,3.0275570001299874,17.126448681765723,3.0760009881345938
37,30,2.322774028916251,14.128882829441604,2.579569279344194
47,30,2.321390629225699,15.914652346579038,2.9056046950246213
42,30,2.5454481853669524,16.496389650596043,3.0118149096754063
38,30,2.4736149077328538,15.248386375181216,2.7839617277470614
48,30,2.2696868072880325,15.724851469966653,2.8709519545063356
50,31,2.3921658317957033,16.915166813855,3.038053644435707
43,31,2.657290617279015,17.425019864011656,3.1296259554983656
45,28,2.2279529015669604,14.945562415714864,2.8244458111410906
34,30,2.578627275031426,15.035851595444269,2.745158363374956
30,31,2.7868830750873674,15.264387253547149,2.7415648829269887
30,31,3.301253054950921,18.081707662294612,3.247570565846274
48,31,2.4043859052714347,16.658074195730457,2.9918784471085944
28,30,2.1581320300411972,11.41976129586397,2.084953621023041
31,30,2.421939600954632,13.484788999121962,2.4619743726722034
45,31,2.4555580614134986,16.47238424405456,2.9585275472545076
50,31,2.627873752617226,18.581873505777804,3.337403003228549
28,31,2.9334786351080995,15.52250988963444,2.787925076941394
29,28,2.9147173040866754,15.696233048713522,2.966309226243511
33,31,2.7761043464919832,15.947505331749712,2.8642565116825103
46,30,2.4886711749505364,16.878989128006612,3.0816676977645585
43,31,2.2440087788011596,14.71494961498261,2.6428829699077268
45,31,2.625553743936517,17.612749950063385,3.163343274303199
44,30,2.3752260349180263,15.755467100213373,2.8765415782724575
25,31,3.8881299855256595,19.440649927628296,3.49164380184848
42,31,2.4612697491247064,15.950851032912588,2.86485741735036
43,31,2.621335502501988,17.18924640922708,3.087279792941886
36,30,2.9759786644118282,17.85587198647097,3.26002129030491
37,30,2.9452502997501093,17.915258165669563,3.270863673621948
35,30,2.6532357350465037,15.69675429190607,2.8658221350976616
25,30,2.573304209012963,12.866521045064816,2.3490946043323144
29,31,2.6155261415250655,14.085039329481083,2.529747742830453
44,30,2.596392571668078,17.222519937377914,3.1443875555947813
48,31,2.876425008956728,19.928457038699264,3.5792565453631897
48,31,2.272074978871513,15.741397208045775,2.827238399874493
40,28,2.5868179318135756,16.360473113394082,3.0918387992428125
43,30,2.4800154692780008,16.262548979108466,2.969121639463439
30,31,2.256725754668492,12.360596019348025,2.2200285812859537
46,31,2.2969848173911815,15.578908997775729,2.798054655793151
44,31,2.9553629743816,19.60366021066497,3.5209213129667516
33,31,2.3150237208812623,13.298798792823979,2.3885347737784604
47,28,2.1531691191521714,14.761383777157047,2.7896393201100596
31,30,3.1727743854005035,17.66526015433285,3.2252204902417643
46,28,2.293259862990141,15.553645127855779,2.9393626420612717
45,30,2.8443062493097586,19.080186366852253,3.4835494915091734
45,31,2.1993911214919177,14.75396417029628,2.649890190898279
43,30,2.5544468770515074,16.75062835986049,3.0582323350271174
39,31,2.624986829191221,16.393037494121334,2.9442764502679077
41,28,2.859568548298082,18.310172680208115,3.4602973838914046
40,30,2.3598803027618014,14.925193524190073,2.724955056109643
36,31,2.0364075742117596,12.218445445270557,2.194497584495491
31,31,1.8449748431640736,10.272385182086836,1.8449748431640733
38,31,2.1858480709189654,13.474472456735594,2.420086695243456
40,31,2.9752043914008537,18.81684476272356,3.3796050867999026
48,30,2.597929519387044,17.99898368824542,3.2861497927398498
48,31,2.351407562182488,16.291029468006975,2.925955267928483
26,31,2.3387286169450228,11.925222854800536,2.1418332525730492
27,31,3.048398013442407,15.839940722922847,2.8449373376267695
34,30,3.4561791423399897,20.15281431895217,3.6793836665677384
49,30,2.3166100830572343,16.21627058140064,2.9606723986801815
44,30,2.567250010722013,17.02921005720159,3.109094161607717
44,30,2.5305759025680357,16.785941544666276,3.064679610992277
44,30,2.437499847805467,16.16854484343825,2.9519589109283215
40,31,2.064932995580355,13.059782963336655,2.3456062635342096
47,31,2.4606677585918337,16.86948823924863,3.029849530247377
44,30,2.417796955215931,16.037850639429923,2.9280975230381405
43,31,2.377161938797894,15.588093275977744,2.799704200853522
37,31,2.0478020724589387,12.456293715820271,2.237216394964118
26,28,2.759205721641574,14.069243816667248,2.6588371624024822
